id,name.local,name.en,name.slug,code.id,children_count.sub_prefecture,geo.lat,geo.lon
CI2501,Arrah,Arrah,arrah-ci2501,CI2501,3,6.767,-3.939
CI2502,Bongouanou,Bongouanou,bongouanou-ci2502,CI2502,4,6.733,-4.268
CI2503,M'Batto,M'Batto,mbatto-ci2503,CI2503,4,6.464,-4.435
