id,name.local,name.en,name.slug,code.id,geo.lat,geo.lon
CI320201,Daleu,Daleu,daleu-ci320201,CI320201,7.576,-8.072
CI320202,Danané,Danané,danan-ci320202,CI320202,7.303,-8.164
CI320203,Gbon-Houyé,Gbon-Houyé,gbon-houy-ci320203,CI320203,7.453,-8.372
CI320204,Kouan-Houlé,Kouan-Houlé,kouan-houl-ci320204,CI320204,7.432,-8.25
CI320205,Mahapleu,Mahapleu,mahapleu-ci320205,CI320205,7.207,-7.904
CI320206,Seileu,Seileu,seileu-ci320206,CI320206,7.127,-8.193
CI320207,Zonneu,Zonneu,zonneu-ci320207,CI320207,7.1,-8.015
