id,name.local,name.en,name.slug,code.id,geo.lat,geo.lon
CI260202,Dabouyo,Dabouyo,dabouyo-ci260202,CI260202,5.495,-6.084
CI260201,Guéyo,Guéyo,guyo-ci260201,CI260201,5.687,-6.143
