id,name.local,name.en,name.slug,code.id,children_count.sub_prefecture,geo.lat,geo.lon
CI0901,Bloléquin,Bloléquin,blolquin-ci0901,CI0901,5,6.626,-8.03
CI0902,Guiglo,Guiglo,guiglo-ci0902,CI0902,4,6.521,-7.547
CI0903,Taï,Taï,ta-ci0903,CI0903,2,6.01,-7.436
CI0904,Toulepleu,Toulepleu,toulepleu-ci0904,CI0904,6,6.501,-8.347
