id,name.local,name.en,name.slug,code.id,children_count.sub_prefecture,geo.lat,geo.lon
CI2901,San Pédro,San Pédro,san-pdro-ci2901,CI2901,5,4.987,-6.776
CI2902,Tabou,Tabou,tabou-ci2902,CI2902,6,5.019,-7.394
