id,name.local,name.en,name.slug,code.id,geo.lat,geo.lon
CI330202,Bobi-Diarabana,Bobi-Diarabana,bobi-diarabana-ci330202,CI330202,8.172,-6.61
CI330203,Dualla,Dualla,dualla-ci330203,CI330203,8.16,-6.411
CI330204,Kamalo,Kamalo,kamalo-ci330204,CI330204,7.87,-6.972
CI330205,Massala,Massala,massala-ci330205,CI330205,7.926,-6.398
CI330201,Séguéla,Séguéla,sgula-ci330201,CI330201,7.915,-6.683
CI330206,Sifié,Sifié,sifi-ci330206,CI330206,7.987,-6.943
CI330207,Worofla,Worofla,worofla-ci330207,CI330207,8.296,-6.92
