id,name.local,name.en,name.slug,code.id,geo.lat,geo.lon
CI190101,Akpassanou,Akpassanou,akpassanou-ci190101,CI190101,7.341,-4.473
CI190102,Ananda,Ananda,ananda-ci190102,CI190102,7.296,-4.299
CI190103,Daoukro,Daoukro,daoukro-ci190103,CI190103,7.071,-3.952
CI190104,Ettrokro,Ettrokro,ettrokro-ci190104,CI190104,7.254,-3.723
CI190105,N'Gattakro,N'Gattakro,ngattakro-ci190105,CI190105,7.094,-3.691
CI190106,Ouellé,Ouellé,ouell-ci190106,CI190106,7.285,-4.028
CI190107,Samanza,Samanza,samanza-ci190107,CI190107,7.419,-3.606
