id,name.local,name.en,name.slug,code.id,children_count.sub_prefecture,geo.lat,geo.lon
CI1301,Gagnoa,Gagnoa,gagnoa-ci1301,CI1301,12,6.074,-6.073
CI1302,Oumé,Oumé,oum-ci1302,CI1302,4,6.401,-5.53
