id,name.local,name.en,name.slug,code.id,children_count.sub_prefecture,geo.lat,geo.lon
CI2701,Bocanda,Bocanda,bocanda-ci2701,CI2701,4,6.971,-4.381
CI2702,Dimbokro,Dimbokro,dimbokro-ci2702,CI2702,4,6.807,-4.746
CI2703,Kouassi-Kouassikro,Kouassi-Kouassikro,kouassi-kouassikro-ci2703,CI2703,2,7.295,-4.633
