id,name.local,name.en,name.slug,code.id,geo.lat,geo.lon
CI060302,Lomokankro,Lomokankro,lomokankro-ci060302,CI060302,7.054,-5.051
CI060303,Molonou,Molonou,molonou-ci060303,CI060303,7.171,-5.459
CI060301,Tiébissou,Tiébissou,tibissou-ci060301,CI060301,7.218,-5.147
CI060304,Yakpabo-Sakassou,Yakpabo-Sakassou,yakpabo-sakassou-ci060304,CI060304,6.958,-4.95
