id,name.local,name.en,name.slug,code.id,children_count.sub_prefecture,geo.lat,geo.lon
CI2101,Gbeleban,Gbeleban,gbeleban-ci2101,CI2101,3,9.644,-7.908
CI2102,Madinani,Madinani,madinani-ci2102,CI2102,3,9.668,-7.039
CI2103,Odienne,Odienne,odienne-ci2103,CI2103,5,9.119,-7.435
CI2104,Samatiguila,Samatiguila,samatiguila-ci2104,CI2104,2,9.814,-7.66
CI2105,Séguélon,Séguélon,sgulon-ci2105,CI2105,2,9.245,-6.959
