id,name.local,name.en,name.slug,code.id,children_count.sub_prefecture,geo.lat,geo.lon
CI0701,Dianra,Dianra,dianra-ci0701,CI0701,2,8.813,-6.246
CI0702,Kounahiri,Kounahiri,kounahiri-ci0702,CI0702,2,7.784,-5.971
CI0703,Mankono,Mankono,mankono-ci0703,CI0703,5,8.201,-5.839
