id,name.local,name.en,name.slug,code.id,children_count.sub_prefecture,geo.lat,geo.lon
CI2301,Bouaflé,Bouaflé,bouafl-ci2301,CI2301,7,7.071,-5.79
CI2302,Sinfra,Sinfra,sinfra-ci2302,CI2302,4,6.651,-5.762
CI2303,Zuénoula,Zuénoula,zunoula-ci2303,CI2303,7,7.461,-6.057
