id,name.local,name.en,name.slug,code.id,geo.lat,geo.lon
CI200101,Abengourou,Abengourou,abengourou-ci200101,CI200101,6.672,-3.512
CI200102,Amélékia,Amélékia,amlkia-ci200102,CI200102,6.89,-3.639
CI200103,Aniassué,Aniassué,aniassu-ci200103,CI200103,6.647,-3.673
CI200104,Ebilassokro,Ebilassokro,ebilassokro-ci200104,CI200104,6.364,-3.299
CI200105,Niable,Niable,niable-ci200105,CI200105,6.658,-3.327
CI200106,Yakasse-Féyassé,Yakasse-Féyassé,yakasse-fyass-ci200106,CI200106,6.923,-3.434
CI200107,Zaranou,Zaranou,zaranou-ci200107,CI200107,6.391,-3.459
