id,name.local,name.en,name.slug,code.id,children_count.sub_prefecture,geo.lat,geo.lon
CI0201,Attiégouakro,Attiégouakro,attigouakro-ci0201,CI0201,2,6.891,-5.118
CI0202,Yamoussoukro,Yamoussoukro,yamoussoukro-ci0202,CI0202,2,6.808,-5.333
