id,name.local,name.en,name.slug,code.id,children_count.sub_prefecture,geo.lat,geo.lon
CI1501,Dabou,Dabou,dabou-ci1501,CI1501,3,5.401,-4.534
CI1502,Grand-Lahou,Grand-Lahou,grand-lahou-ci1502,CI1502,5,5.455,-4.895
CI1503,Jacqueville,Jacqueville,jacqueville-ci1503,CI1503,2,5.246,-4.426
