id,name.local,name.en,name.slug,code.id,children_count.sub_prefecture,geo.lat,geo.lon
CI0801,Bouna,Bouna,bouna-ci0801,CI0801,5,9.062,-3.338
CI0802,Doropo,Doropo,doropo-ci0802,CI0802,4,9.645,-3.233
CI0803,Nassian,Nassian,nassian-ci0803,CI0803,5,8.468,-3.611
CI0804,Téhini,Téhini,thini-ci0804,CI0804,3,9.752,-3.873
