id,name.local,name.en,name.slug,code.id,geo.lat,geo.lon
CI320101,Biankouma,Biankouma,biankouma-ci320101,CI320101,7.718,-7.681
CI320102,Blapleu,Blapleu,blapleu-ci320102,CI320102,7.596,-7.74
CI320103,Gbangbégouiné,Gbangbégouiné,gbangbgouin-ci320103,CI320103,7.674,-7.492
CI320104,Gbonné,Gbonné,gbonn-ci320104,CI320104,7.658,-7.338
CI320105,Gouiné,Gouiné,gouin-ci320105,CI320105,7.925,-7.29
CI320106,Kpata,Kpata,kpata-ci320106,CI320106,7.783,-7.518
CI320107,Santa,Santa,santa-ci320107,CI320107,7.553,-7.9
