id,name.local,name.en,name.slug,code.id,geo.lat,geo.lon
CI110101,Ando-Kékrénou,Ando-Kékrénou,ando-kkrnou-ci110101,CI110101,7.506,-5.622
CI110102,Béoumi,Béoumi,boumi-ci110102,CI110102,7.752,-5.57
CI110103,Bodokro,Bodokro,bodokro-ci110103,CI110103,7.9,-5.513
CI110104,Kondrobo,Kondrobo,kondrobo-ci110104,CI110104,7.844,-5.727
CI110105,Lolobo,Lolobo,lolobo-ci110105,CI110105,7.717,-5.4
CI110106,Marabadiassa,Marabadiassa,marabadiassa-ci110106,CI110106,8.08,-5.422
CI110107,N'Guéssankro,N'Guéssankro,ngussankro-ci110107,CI110107,7.997,-5.461
