id,name.local,name.en,name.slug,code.id,geo.lat,geo.lon
CI230101,Bégbéssou,Bégbéssou,bgbssou-ci230101,CI230101,7.069,-5.563
CI230102,Bonon,Bonon,bonon-ci230102,CI230102,6.965,-6.038
CI230103,Bouaflé,Bouaflé,bouafl-ci230103,CI230103,6.974,-5.684
CI230104,N'Douffoukankro,N'Douffoukankro,ndouffoukankro-ci230104,CI230104,6.85,-5.839
CI230105,Pakouabo,Pakouabo,pakouabo-ci230105,CI230105,7.129,-5.755
CI230106,Tibéita,Tibéita,tibita-ci230106,CI230106,7.28,-5.771
CI230107,Zaguiéta,Zaguiéta,zaguita-ci230107,CI230107,6.766,-5.986
