id,name.local,name.en,name.slug,code.id,children_count.sub_prefecture,geo.lat,geo.lon
CI3301,Kani,Kani,kani-ci3301,CI3301,4,8.716,-6.821
CI3302,Séguéla,Séguéla,sgula-ci3302,CI3302,7,8.156,-6.709
