id,name.local,name.en,name.slug,code.id,children_count.sub_prefecture,geo.lat,geo.lon
CI2801,Dikodougou,Dikodougou,dikodougou-ci2801,CI2801,3,8.949,-5.863
CI2802,Korhogo,Korhogo,korhogo-ci2802,CI2802,16,9.308,-5.55
CI2803,M'Bengué,M'Bengué,mbengu-ci2803,CI2803,4,10.06,-6.002
CI2804,Sinématiali,Sinématiali,sinmatiali-ci2804,CI2804,4,9.538,-5.396
